,signal_present,signal_type,trial_num,button_position,subject_number,responses,rt,correct_resp
0,1,60,0,left,std_16,1,8059.326999999998,1
1,1,10,1,left,std_16,1,2166.975,1
2,1,10,2,left,std_16,0,2042.747,0
3,1,15,3,left,std_16,0,2456.426,0
4,0,0,4,left,std_16,0,3052.156,1
5,1,60,5,left,std_16,1,2010.649,1
6,0,0,6,left,std_16,0,2299.9,1
7,1,60,7,left,std_16,1,1930.374,1
8,1,25,8,left,std_16,1,1249.612,1
9,1,15,9,left,std_16,0,1722.8829999999998,0
10,0,0,10,left,std_16,0,1518.3970000000002,1
11,0,0,11,left,std_16,0,1706.171,1
12,0,0,12,left,std_16,0,1234.45,1
13,0,0,13,left,std_16,0,1186.455,1
14,1,15,14,left,std_16,0,1037.52,0
15,1,10,15,left,std_16,0,1018.26,0
16,0,0,16,left,std_16,0,961.059,1
17,0,0,17,left,std_16,0,928.183,1
18,0,0,18,left,std_16,0,1431.105,1
19,0,0,19,left,std_16,0,1004.256,1
20,1,25,20,left,std_16,1,3541.482,1
21,0,0,21,left,std_16,0,1685.6229999999998,1
22,0,0,22,left,std_16,0,1196.6129999999996,1
23,1,60,23,left,std_16,1,1942.941,1
24,1,60,24,left,std_16,1,1058.0230000000001,1
25,0,0,25,left,std_16,0,1560.09,1
26,1,60,26,left,std_16,1,1558.694,1
27,1,10,27,left,std_16,0,2184.398,0
28,1,60,28,left,std_16,1,1958.753,1
29,0,0,29,left,std_16,0,3311.795,1
30,1,15,30,left,std_16,0,1412.161,0
31,1,25,31,left,std_16,1,3298.0759999999996,1
32,0,0,32,left,std_16,0,2693.288,1
33,0,0,33,left,std_16,0,1719.764,1
34,0,0,34,left,std_16,0,3099.119,1
35,1,60,35,left,std_16,1,5702.088000000001,1
36,1,25,36,left,std_16,0,3702.737,0
37,1,25,37,left,std_16,1,5714.848000000001,1
38,0,0,38,left,std_16,0,2267.826,1
39,1,10,39,left,std_16,0,1683.4360000000001,0
40,0,0,40,left,std_16,0,2573.275,1
41,1,25,41,left,std_16,0,1533.9830000000004,0
42,1,25,42,left,std_16,0,13141.388,0
43,1,60,43,left,std_16,1,3684.4179999999997,1
44,1,10,44,left,std_16,0,2141.527,0
45,1,25,45,left,std_16,0,1683.4170000000001,0
46,1,25,46,left,std_16,0,3408.697,0
47,0,0,47,left,std_16,0,1434.589,1
48,0,0,48,left,std_16,0,8181.411000000001,1
49,0,0,49,left,std_16,0,2016.876,1
50,1,10,50,left,std_16,0,940.3689999999999,0
51,1,25,51,left,std_16,0,2610.948,0
52,0,0,52,left,std_16,0,8.505,1
53,0,0,53,left,std_16,0,7876.505,1
54,1,25,54,left,std_16,1,4323.83,1
55,0,0,55,left,std_16,0,1990.57,1
56,0,0,56,left,std_16,0,8570.905,1
57,0,0,57,left,std_16,0,1128.5320000000004,1
58,0,0,58,left,std_16,0,3675.5290000000005,1
59,1,25,59,left,std_16,0,1303.5430000000001,0
60,1,10,60,left,std_16,0,1211.5320000000004,0
61,1,15,61,left,std_16,0,2116.152,0
62,1,15,62,left,std_16,0,1801.854,0
63,1,15,63,left,std_16,0,1138.178,0
64,0,0,64,left,std_16,0,1647.315,1
65,1,10,65,left,std_16,0,4382.373000000001,0
66,0,0,66,left,std_16,0,1864.902,1
67,0,0,67,left,std_16,0,1315.596,1
68,1,60,68,left,std_16,1,2210.8720000000008,1
69,0,0,69,left,std_16,0,2242.015,1
70,1,60,70,left,std_16,1,1731.1229999999998,1
71,0,0,71,left,std_16,0,1516.476,1
72,0,0,72,left,std_16,0,3490.847,1
73,0,0,73,left,std_16,0,992.858,1
74,1,10,74,left,std_16,0,1497.295,0
75,1,15,75,left,std_16,0,1462.2160000000001,0
76,1,10,76,left,std_16,0,1007.7410000000001,0
77,0,0,77,left,std_16,0,1003.8380000000001,1
78,0,0,78,left,std_16,0,1070.3410000000001,1
79,1,25,79,left,std_16,1,2362.487,1
80,0,0,80,left,std_16,0,4612.037,1
81,1,60,81,left,std_16,1,2287.908,1
82,0,0,82,left,std_16,0,29064.154,1
83,0,0,83,left,std_16,0,6628.962,1
84,0,0,84,left,std_16,0,1234.4679999999996,1
85,0,0,85,left,std_16,0,4021.637,1
86,1,15,86,left,std_16,0,5617.255999999999,0
87,1,25,87,left,std_16,0,8753.974,0
88,1,10,88,left,std_16,0,2989.732,0
89,1,60,89,left,std_16,1,1885.8270000000002,1
90,0,0,90,left,std_16,0,2795.111,1
91,0,0,91,left,std_16,0,1528.3010000000002,1
92,0,0,92,left,std_16,0,1583.986,1
93,1,25,93,left,std_16,1,2339.402,1
94,1,60,94,left,std_16,1,1343.03,1
95,1,10,95,left,std_16,0,1884.034,0
96,0,0,96,left,std_16,0,1101.345,1
97,0,0,97,left,std_16,0,1117.35,1
98,0,0,98,left,std_16,0,970.6610000000001,1
99,0,0,99,left,std_16,0,1046.395,1
100,0,0,100,left,std_16,0,1263.245,1
101,0,0,101,left,std_16,0,979.904,1
102,1,25,102,left,std_16,0,8747.679,0
103,0,0,103,left,std_16,0,1288.35,1
104,1,10,104,left,std_16,0,7859.92,0
105,1,15,105,left,std_16,0,3562.7459999999996,0
106,1,15,106,left,std_16,0,1304.626,0
107,0,0,107,left,std_16,0,1186.892,1
108,1,15,108,left,std_16,0,2002.289,0
109,0,0,109,left,std_16,0,1841.896,1
110,0,0,110,left,std_16,0,1281.893,1
111,1,10,111,left,std_16,0,1053.841,0
112,0,0,112,left,std_16,0,3223.4640000000004,1
113,0,0,113,left,std_16,0,2985.802,1
114,0,0,114,left,std_16,0,1109.728,1
115,0,0,115,left,std_16,0,1286.183,1
116,0,0,116,left,std_16,0,1055.483,1
117,1,25,117,left,std_16,1,2543.916,1
118,0,0,118,left,std_16,0,2054.334,1
119,1,60,119,left,std_16,1,4349.6100000000015,1
120,0,0,120,left,std_16,0,1789.174,1
121,0,0,121,left,std_16,0,1164.968,1
122,1,25,122,left,std_16,0,992.616,0
123,0,0,123,left,std_16,0,1760.737,1
124,1,60,124,left,std_16,1,2257.583,1
125,0,0,125,left,std_16,0,2853.405,1
126,1,10,126,left,std_16,0,1418.727,0
127,1,15,127,left,std_16,0,1159.504,0
128,0,0,128,left,std_16,0,1193.474,1
129,0,0,129,left,std_16,0,1134.365,1
130,0,0,130,left,std_16,0,1415.489,1
131,1,25,131,left,std_16,0,1581.86,0
132,1,60,132,left,std_16,1,1774.221,1
133,1,25,133,left,std_16,1,1689.519,1
134,0,0,134,left,std_16,0,2800.618,1
135,1,60,135,left,std_16,1,3602.002,1
136,0,0,136,left,std_16,0,2173.626,1
137,1,10,137,left,std_16,0,1409.896,0
138,0,0,138,left,std_16,0,1508.8670000000002,1
139,1,15,139,left,std_16,0,1398.648,0
140,0,0,140,left,std_16,0,4680.686,1
141,0,0,141,left,std_16,0,1429.9409999999998,1
142,0,0,142,left,std_16,0,971.762,1
143,0,0,143,left,std_16,0,1287.494,1
144,0,0,144,left,std_16,0,1028.8210000000001,1
145,0,0,145,left,std_16,0,1137.4080000000001,1
146,0,0,146,left,std_16,0,1549.34,1
147,0,0,147,left,std_16,0,1133.621,1
148,1,10,148,left,std_16,0,2920.552,0
149,1,15,149,left,std_16,0,1370.612,0
150,1,25,150,left,std_16,1,2271.5260000000007,1
151,1,10,151,left,std_16,0,2326.5950000000007,0
152,1,60,152,left,std_16,1,1896.2910000000002,1
153,1,10,153,left,std_16,0,2951.863,0
154,1,15,154,left,std_16,0,5348.828,0
155,0,0,155,left,std_16,0,2228.1910000000003,1
156,0,0,156,left,std_16,0,1914.829,1
157,0,0,157,left,std_16,0,3451.752,1
158,0,0,158,left,std_16,0,4580.304,1
159,1,25,159,left,std_16,1,3221.7740000000003,1
160,1,15,160,left,std_16,0,5903.099,0
161,0,0,161,left,std_16,0,4617.965999999999,1
162,1,60,162,left,std_16,1,1880.111,1
163,0,0,163,left,std_16,0,4205.064,1
164,1,60,164,left,std_16,1,2212.693,1
165,0,0,165,left,std_16,0,2253.945,1
166,1,10,166,left,std_16,0,1308.8059999999996,0
167,0,0,167,left,std_16,0,2229.255,1
168,0,0,168,left,std_16,0,1664.8870000000002,1
169,1,15,169,left,std_16,1,4192.2350000000015,1
170,0,0,170,left,std_16,0,4422.018999999998,1
171,0,0,171,left,std_16,0,1417.2779999999998,1
172,0,0,172,left,std_16,0,1884.382,1
173,0,0,173,left,std_16,0,1400.648,1
174,1,60,174,left,std_16,1,1908.921,1
175,0,0,175,left,std_16,0,1932.974,1
176,0,0,176,left,std_16,0,1629.471,1
177,1,15,177,left,std_16,0,2285.251,0
178,0,0,178,left,std_16,0,1129.382,1
179,1,25,179,left,std_16,1,2398.776,1
180,1,25,180,left,std_16,1,2160.715,1
181,1,15,181,left,std_16,0,2185.644,0
182,1,10,182,left,std_16,0,2928.968,0
183,0,0,183,left,std_16,0,2124.5879999999997,1
184,0,0,184,left,std_16,0,2347.3070000000002,1
185,1,15,185,left,std_16,0,4764.315,0
186,1,10,186,left,std_16,0,1346.9199999999996,0
187,1,60,187,left,std_16,1,2054.438,1
188,1,15,188,left,std_16,0,5370.994000000001,0
189,0,0,189,left,std_16,0,1432.075,1
190,0,0,190,left,std_16,0,1886.332,1
191,1,10,191,left,std_16,0,8846.728000000001,0
192,1,10,192,left,std_16,0,1983.99,0
193,1,15,193,left,std_16,0,1944.727,0
194,1,60,194,left,std_16,1,2547.556,1
195,1,15,195,left,std_16,0,2092.4139999999998,0
196,0,0,196,left,std_16,0,2332.808,1
197,1,60,197,left,std_16,1,2932.96,1
198,1,15,198,left,std_16,0,2248.9970000000008,0
199,1,25,199,left,std_16,1,2020.307,1
